id,company_name,company_id,amount,status,created_at,paid_at
253c398f2a423e45d4f97f3d4141e5f39535a4dc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,89.56,paid,2019-04-29,2019-04-29
c215bdc90176a48a2f0f7d44e49f8fde9669c854,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,34.69,paid,2019-04-02,2019-04-02
0f8d51c59c95327bd5d8615164f22c047e0f9919,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-03-15,2019-03-15
47dd3648799bef0cd281e574b3fd6058c541e2ce,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,29.06,paid,2019-03-20,2019-03-20
6b00aaa66b4b99a3aa7cb9c48e1a5ff3f10ef8c0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,239.17,paid,2019-05-15,2019-05-15
dd8eaa366e64ab8742e7d837bf09137ac2fc8a7a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,171.61,paid,2019-04-04,2019-04-04
76396b9b7a659839df96842aae46b31ce47f67db,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.23,paid,2019-01-08,2019-01-08
cc4930693d209131aaad0a3921cb6d014a264770,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,60.54,paid,2019-03-18,2019-03-18
6b65dd3b71b907341a60559e8138e7a793381e94,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,153.23,paid,2019-03-08,2019-03-08
64c92376651e382f4e30e047b3b30f875b9099fb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.48,paid,2019-04-24,2019-04-24
9d77857f6a1ed428af024832efe5608fc035596c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-03-01,2019-03-01
344bd0d9bebdfc961a8fada3a643484755a7509f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,5.19,paid,2019-02-18,2019-02-18
bb96761845579a448c5f5417b930651b05e7edb8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-03-28,2019-03-29
8743abdffadaeaf6f82b743f8eece207dcb7143c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,62.96,paid,2019-04-16,2019-04-16
88efe278be84af003d02ffde83b2cc619191e83d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.36,paid,2019-03-08,2019-03-08
acf1af89b691e84d02117a86549b686703e56847,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,5.29,paid,2019-04-25,2019-04-25
3637a9081db81bed1d3b63e321c712e34fcfaa3d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-13,2019-02-13
2b37f09ac9cd1763154c15871e4d09c6b3d29cfa,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,134.75,paid,2019-01-05,2019-01-05
f02968701bd76eba602973c33d31e7fc2abdedf6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,27.87,paid,2019-03-23,2019-03-23
ca1b3cf16c992c1e8f1ae85fa318c2440a5c3ffc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,159.79,paid,2019-05-10,2019-05-10
17acde39589604bd44d6b084dc8fbe152ef877be,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,91.94,paid,2019-03-18,2019-03-18
0b622d891ed8354929117a0d8c2b9f1610bca84c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,285.00,paid,2019-03-12,2019-03-12
61c02cdaac7d7d271e9861803e5e411c2ab6fce8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-03-27,2019-03-27
9f5be6391881ac988fae610bba79cb4bf35c5b97,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,160.57,paid,2019-02-12,2019-02-12
6466f79461990651e26f9745234c94b0febc298b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,80.60,paid,2019-05-03,2019-05-04
9800aaa2809fcb3507471c378f204589534365bd,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,212.70,paid,2019-01-24,2019-01-24
c0ddf5b824b5bc58d72a52f18970c7d216e80188,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.15,paid,2019-04-14,2019-04-14
75ce6ca1191e4d8df59a7e1b9a15d104e8896728,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,210.59,paid,2019-05-16,2019-05-16
35ca0419dce32353f69168a6c107a9313cf52fe2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.85,paid,2019-01-12,2019-01-12
91cd72a6b6d6f5f31a0e5d3975e60d89d1752501,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,97.14,paid,2019-03-16,2019-03-16
f6a9506354104193da911d3072653b25788a7d34,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.43,paid,2019-01-04,2019-01-04
47edf509623507cf4c72abaec41684702dca0641,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,54.10,paid,2019-01-14,2019-01-14
a8d468a153cc3139b6eee8e37cb3046445aa9a62,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,82.04,paid,2019-01-12,2019-01-12
e7f1bd70643093ac5161094e06d34becf5093225,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,48.71,paid,2019-03-23,2019-03-23
cb9765d4b5b2f6713294ee6b653baf898e02d2ea,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,76.33,paid,2019-01-09,2019-01-09
089482a2cdb9c746655c23a768395708b0229bd0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,47.77,paid,2019-02-02,2019-02-02
3837f46eb3c5cef5c3ff78591e21cc361d20cc70,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.92,paid,2019-03-21,2019-03-21
ad39765bb4ec5ca5fa7c2b191adff2d14c2a9b00,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,100.81,paid,2019-04-04,2019-04-04
91d17653eab000dc4f5a19303ec6d277a52ebf50,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,92.85,paid,2019-01-08,2019-01-08
f8953154bcdbbfb3183eb2595eb130e3ae06a09d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,126.70,paid,2019-01-08,2019-01-08
da3e3d9d974f287cd1009745ef4d86efe35acaad,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,90.58,paid,2019-05-13,2019-05-13
b89c196f0851da25bde7f1fc60ea9a8309a8a8ba,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,240.87,paid,2019-05-16,2019-05-16
f571f49a4b89a49b7ff9d612cd734527022130d8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,165.67,paid,2019-03-19,2019-03-19
e752d36cc0f37cbb6767cd510b5cb400dd985728,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,207.32,paid,2019-03-23,2019-03-23
a1fc6e528a1855b8acf9267e4b6a8574c8ff4e0c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,108.31,paid,2019-04-01,2019-04-01
079f492ad48e64c9e81851c912ce4f614f2a90b1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,121.31,paid,2019-04-17,2019-04-17
8a0cc3e7524792e48ef042eedea80f0276b4d95f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,247.99,paid,2019-05-18,2019-05-18
24471d7f38fddd9281134bb9ae0767305e7efdbb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,75.37,paid,2019-03-15,2019-03-15
28dc156ebdb56e10237b9f00cbe397fe14c9182e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,74.02,paid,2019-03-20,2019-03-20
ed865eaedc05315c01a3a0f64b7956c0d7cacf2e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,30.00,paid,2019-01-05,2019-01-05
893ed946f477bd580a481907e35a10ac463dea42,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,179.71,paid,2019-04-12,2019-04-12
ef6d59ba7e4fa50289bc340b9b29c9503f121cf1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,126.50,paid,2019-01-30,2019-01-30
ccf28a2c7d79fd0be04768ad75c413354f3c9b3d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,92.68,paid,2019-04-03,2019-04-03
ed987f85348de5d92be40786b1e8709c5227ceee,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,33.00,paid,2019-03-23,2019-03-24
92fa203b99b4b04387a5381809d1d895523e2fc4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-04-17,2019-04-17
e6de6dadfd6c641e92f9e8c8c82b130b6fe9990e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,50.00,refunded,2019-02-20,2019-02-20
274566c27919fb550658bd8f5bf607a58550b620,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,47.56,paid,2019-01-21,2019-01-21
23b78907d90437d2cbbe4d7c8d9b92036e8550d7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,42.00,paid,2019-04-04,2019-04-04
63dbdf171effbc644b541265780c410d1718d611,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,48.04,paid,2019-03-26,2019-03-26
c84c0c9a68fd2b78c7cd86647cede9edc8926b2e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,43.87,paid,2019-02-18,2019-02-18
7acda23587a05c56f0e09f2153fe43b8f4a7f7ee,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.52,paid,2019-03-23,2019-03-23
c7af022e92396cb141a7bcc159f745d67f0d8470,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,66.35,paid,2019-02-20,2019-02-20
bb22449f78a50ade24c1d38ddcc4b66348e4f95b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,53.14,paid,2019-05-14,2019-05-14
3228d26ad704c4c1c0c1945bd49868ca894a0564,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,25.88,paid,2019-02-19,2019-02-19
b269dec7bd4944b78908dfff2a430105eb86e6b1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,159.94,paid,2019-04-29,2019-04-29
d7e92cb637674ce958240ac7e9bc5b741b524eb1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,63.42,paid,2019-01-10,2019-01-10
1f8a0b0313c248ea80479fec1f895f7e2726812d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,57.33,paid,2019-03-27,2019-03-27
7d5704a7e0329c7f9e99f7849c7d6fbda05d1283,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.65,paid,2019-01-02,2019-01-03
abbc5b58a188d1943d7b9ba96bc86621df9738c8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,109.82,paid,2019-02-14,2019-02-14
3f012f733fd60fc082d77f6368651e280de5edde,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.90,paid,2019-04-04,2019-04-04
c6149463ce0713d631b03ba874c29e37670d9f57,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,66.87,paid,2019-05-14,2019-05-14
0dadfd4eb44dc5d8ce985838848145636a0fc749,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-01-18,2019-01-18
9bd8b7d81c0eff5c99eaf82bf05afda0501eec87,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,179.96,paid,2019-03-28,2019-03-28
f77cafb397ce4456408e1459b12b420af045e52e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,charged_back,2019-03-08,2019-03-08
b3560e9add1b4416d0ea9aa3507efd355e2dfdd4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-05-06,2019-05-06
09151ac974a0ea1bb172c2632752b1e3d80d1b96,Muebles chidos,8f642dc67fccf861548dfe1c761ce22f795e91f0,699.00,paid,2019-04-29,2019-04-29
01cdae1d4a997948d58b839fa6c7a4597f9ae89d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.90,paid,2019-01-17,2019-01-18
6f4db137b7ac34e5dde0d40714d0e1b6bf3283df,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,46.03,paid,2019-03-03,2019-03-03
0df9482133cc9774b43b59706726fb41ba3c97d7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,62.12,paid,2019-03-13,2019-03-13
4c8c8dde5111fa4c53a2a2f19f98c3dbcdf1d41a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,67.66,paid,2019-03-20,2019-03-20
bae730ec34a00da19473eb30fc23a51dcd355787,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,48.83,paid,2019-02-23,2019-02-23
96523f378187a9f8021a4aa626fc665fd9122ea1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,102.16,paid,2019-04-10,2019-04-10
94bd902f37127a0dd3d3fd80e56b0045c1f6be8a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,320.06,paid,2019-03-14,2019-03-14
b1631d296f5e19b18372fa3af8070883068c2a42,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,36.80,paid,2019-02-23,2019-02-23
64cb7154394ce4cbea80d9c8e7a17cc9b61b4efe,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,101.78,paid,2019-03-05,2019-03-05
2535e91226f4bfe6de9e6527a82adfff3b2b650b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,76.92,charged_back,2019-01-16,2019-01-16
b0364a01e07986af37c48c9add875459516d300c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,111.62,paid,2019-01-11,2019-01-11
136d1a0097f1c335e8252a30a9993ca92d1d9c51,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,209.23,paid,2019-04-05,2019-04-05
3612cdfa68d1124b0c5cf9c49613c93d9e936597,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,72.93,paid,2019-04-01,2019-04-01
0dfccb1745500b6ad191a26b2ab583e8681e6c20,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,47.66,paid,2019-03-31,2019-04-01
b39bd04446daba6f91f7bcef3b599831a2ab57fe,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,198.40,paid,2019-02-12,2019-02-12
48e50062d5dd550b4d8ae4193bc4e9a48195b973,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,106.73,paid,2019-05-08,2019-05-08
885a5973b167c981ade42f6433d1382949338771,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,17.38,paid,2019-01-27,2019-01-27
68cbce5795afb8034c8ac000d10c4b0ea7777342,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.00,paid,2019-05-19,2019-05-19
c968bfa20bae1f7ba0083a449795752dd495f684,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,75.92,paid,2019-04-16,2019-04-16
77d2770dc108af77443e676221bf176056e67fa7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,109.13,paid,2019-03-13,2019-03-13
fd4594c048fd7e4bd2d9e496ffb3ed5603749be2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,6405.97,paid,2019-01-02,2019-01-02
89e062491c067d0a7d03692b521acd31e6cbe93c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,181.74,paid,2019-03-22,2019-03-22
a71323a3d454c96742381eacccdc32663d40bbb6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.75,paid,2019-01-14,2019-01-14
4099c20401b40ff20acfa8b6dcc15315bd1beeb4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,30.40,paid,2019-04-19,2019-04-19
0fe3b5bfa04958c4a04256e3b6055e01c93384e8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,153.20,paid,2019-01-17,2019-01-17
4c10f988480f4f3e7070da8aff8a0abd42c306fe,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,185.72,paid,2019-03-30,2019-03-30
7ca880900ec3cafdeea344bb9b6ad0ba49be6ed7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,22.17,paid,2019-03-10,2019-03-10
51e48e9682008161e7423815b6a0dfc99b2f5adf,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,83.66,paid,2019-01-09,2019-01-09
60c738e28c62d6003564b89acaa2670f78e1d75f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.65,paid,2019-01-08,2019-01-08
e368e1ee14c9ea736e43969f33c5b7782c907859,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,66.07,paid,2019-04-14,2019-04-14
551b6375ff69c314236c1fa950f808e951de24b4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,71.60,paid,2019-01-03,2019-01-03
7720a4cb93d6604df1f0cdec1df9b27c23791c6c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.11,paid,2019-03-19,2019-03-19
bfc41daaab9882f2f7c838814a0973e5e05005ee,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,92.08,paid,2019-01-02,2019-01-02
1e0fe423e48272a6e2aac4cda9d614b50b24fcfb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,203.61,paid,2019-05-13,2019-05-13
4051b81ea1d1b7af6eb3addf2623244eea3f7b12,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,111.90,paid,2019-04-07,2019-04-07
a89a3927e20413d86c124fffa0479332a6a1f7f5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,124.86,paid,2019-02-22,2019-02-22
4d8c5f6d581fdfafa51e55693438f2b5bc65be6c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.75,paid,2019-05-02,2019-05-02
1de3a7bfe751dbbf52b2e1b7793cf3a503f8460d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,114.58,paid,2019-01-24,2019-01-24
51258a0e4f9a5a5d89ea80cefa5a3ef9e9df6692,Muebles chidos,8f642dc67fccf861548dfe1c761ce22f795e91f0,3068.00,paid,2019-02-22,2019-02-25
8cd8a151a83d2558cb53214af772be6f43683c56,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,116.83,paid,2019-03-15,2019-03-16
c9c6a5492e54b71d125ef060c7a40964e767cf61,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.57,paid,2019-04-03,2019-04-03
57987dcc9a0efb1defbb2a8e85ceba078a1faddc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,264.75,paid,2019-01-30,2019-01-30
0260e45af3c18b0f28af148120e9506f5cfc6a87,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,59.66,paid,2019-03-01,2019-03-02
987a0e27254b5775810b21e1cfb1bb70bdfa7fff,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,193.58,paid,2019-05-10,2019-05-10
fb1da5ff7746a6d2710df8d4bdd160c1d2f09c8c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,72.05,paid,2019-02-14,2019-02-14
7291715551d0941374f3b68af2dd00494876bbef,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,118.32,paid,2019-03-02,2019-03-03
53c08e808a067b58b483a2a55f19aea7837e792c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,96.11,paid,2019-01-30,2019-01-30
17f3a1665083eb1de0309558d1569cabade8ac39,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,100.00,paid,2019-05-15,2019-05-15
6cba8e913fc5dd7a96b3460b21084c395a70825d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,107.69,paid,2019-03-13,2019-03-14
41254250547cc37c4098cef1adf2a15690f7287c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,246.75,paid,2019-02-28,2019-02-28
76512a724f7a3d86a12dac50bf395058da255557,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.61,paid,2019-01-16,2019-01-16
dc975952da3521076f5e8ebbc6d5bcc805e50bc6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,71.54,paid,2019-04-06,2019-04-06
0bb3350f6d872d0c8995def2b0853d985a961890,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,286.98,paid,2019-05-10,2019-05-10
d552be3443ba35c927d5a727f822bf1014001817,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,84.40,paid,2019-01-09,2019-01-09
fda61e759e2ef2f8239e2166f4f21813139e51bf,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,99.19,paid,2019-03-29,2019-03-29
d9126dd84abde37179378ad97e5eac867a9203f8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,111.87,paid,2019-04-16,2019-04-17
72238c2761571b985356d4f7b5eb511fb8c22dc5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,139.87,paid,2019-04-17,2019-04-17
1cad1f74f79c2dae22b7091209c0909f86b3598a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,54.78,paid,2019-01-29,2019-01-29
6984d58e22afed4d2b15d57c7c490dc758157886,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,49.60,paid,2019-05-14,2019-05-14
5e2259af8b0c4c24c47f51bb644978dc071b6c1d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,78.93,paid,2019-02-28,2019-02-28
5afd9b09ffa39d9394b6466eaac6e6f46dc9a56e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,151.43,paid,2019-04-19,2019-04-19
088007b0e886a1a313097b83a45107d675c0e9a9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,83.38,paid,2019-03-22,2019-03-22
4141d771d9c8dcaea3a280759272fc6c0b65f4ce,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,67.52,paid,2019-05-15,2019-05-15
18fd86ccdfbc5fc973e2002545751dc641c9b9c8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,99.96,paid,2019-03-08,2019-03-08
af7575ac6412d31b0bb3ea68804b7a2c06ee2886,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,58.74,paid,2019-02-19,2019-02-19
a8fefae13ca150f535e62a19c9040fa9d5ef6f24,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,60.25,paid,2019-04-27,2019-04-27
c9e55ac5b5bf3161c73fb68a29c8a264dbb17066,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,79.58,paid,2019-02-15,2019-02-15
88ba05a012bc4d00625152a1e33bda26784eed89,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,121.84,paid,2019-01-26,2019-01-26
a6d7c069c3555084db4b51dc3a9c58e8e4157b13,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,85.24,paid,2019-02-22,2019-02-22
28fc0296ff14f294a9041aa69aa34bc9cd247cbb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,257.09,paid,2019-01-18,2019-01-18
4aa301574bba03e75d570ddac8b2a0f77f83e7b3,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-01-21,2019-01-21
585fb628ce1c014bcf9d43d381b9ab113e7c89f1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,296.37,paid,2019-02-15,2019-02-15
